# 자동 분석 대상 종목코드 (한 줄에 하나)
# # 으로 시작하는 줄은 주석
# 너무 많이 넣으면 GitHub Actions 시간 초과 (최대 60분 = 약 20-30종목)

005930
000660
035420
035720
207940
